audio_path,datetime,hive_id,colony_size,frames_box1,frames_box2,frames_box3,queen_status,frames_honey
audio_2021_chunk_4/19-09-2021_13h45_Hive-6.wav,2021-09-19 13:45:00,6,2,10.0,10.0,,QR,4.0
audio_2021_chunk_3/21-09-2021_16h45_Hive-6.wav,2021-09-21 16:45:00,6,2,10.0,10.0,,QR,4.0
audio_2021_chunk_4/21-09-2021_18h45_Hive-6.wav,2021-09-21 18:45:00,6,2,10.0,10.0,,QR,4.0
audio_2021_chunk_1/21-09-2021_21h45_Hive-6.wav,2021-09-21 21:45:00,6,2,10.0,10.0,,QR,4.0
audio_2021_chunk_4/22-09-2021_00h15_Hive-6.wav,2021-09-22 00:15:00,6,2,10.0,10.0,,QR,4.0
audio_2021_chunk_3/22-09-2021_00h45_Hive-6.wav,2021-09-22 00:45:00,6,2,10.0,10.0,,QR,4.0
audio_2021_chunk_4/22-09-2021_05h15_Hive-6.wav,2021-09-22 05:15:00,6,2,10.0,10.0,,QR,4.0
audio_2021_chunk_1/22-09-2021_08h45_Hive-6.wav,2021-09-22 08:45:00,6,2,10.0,10.0,,QR,4.0
audio_2021_chunk_3/22-09-2021_12h45_Hive-6.wav,2021-09-22 12:45:00,6,2,10.0,10.0,,QR,4.0
audio_2021_chunk_4/22-09-2021_15h30_Hive-6.wav,2021-09-22 15:30:00,6,2,10.0,10.0,,QR,4.0
audio_2021_chunk_4/22-09-2021_18h00_Hive-6.wav,2021-09-22 18:00:00,6,2,10.0,10.0,,QR,4.0
audio_2021_chunk_3/22-09-2021_19h30_Hive-6.wav,2021-09-22 19:30:00,6,2,10.0,10.0,,QR,4.0
audio_2021_chunk_3/22-09-2021_20h30_Hive-6.wav,2021-09-22 20:30:00,6,2,10.0,10.0,,QR,4.0
audio_2021_chunk_4/22-09-2021_23h00_Hive-6.wav,2021-09-22 23:00:00,6,2,10.0,10.0,,QR,4.0
audio_2021_chunk_1/23-09-2021_00h00_Hive-6.wav,2021-09-23 00:00:00,6,2,10.0,10.0,,QR,4.0
audio_2021_chunk_2/23-09-2021_02h30_Hive-6.wav,2021-09-23 02:30:00,6,2,10.0,10.0,,QR,4.0
audio_2021_chunk_2/23-09-2021_05h00_Hive-6.wav,2021-09-23 05:00:00,6,2,10.0,10.0,,QR,4.0
audio_2021_chunk_3/23-09-2021_07h30_Hive-6.wav,2021-09-23 07:30:00,6,2,10.0,10.0,,QR,4.0
audio_2021_chunk_3/23-09-2021_10h00_Hive-6.wav,2021-09-23 10:00:00,6,2,10.0,10.0,,QR,4.0
audio_2021_chunk_2/23-09-2021_13h30_Hive-6.wav,2021-09-23 13:30:00,6,2,10.0,10.0,,QR,4.0
audio_2021_chunk_2/23-09-2021_16h00_Hive-6.wav,2021-09-23 16:00:00,6,2,10.0,10.0,,QR,4.0
audio_2021_chunk_3/23-09-2021_18h30_Hive-6.wav,2021-09-23 18:30:00,6,2,10.0,10.0,,QR,4.0
audio_2021_chunk_2/23-09-2021_21h00_Hive-6.wav,2021-09-23 21:00:00,6,2,10.0,10.0,,QR,4.0
audio_2021_chunk_3/24-09-2021_00h30_Hive-6.wav,2021-09-24 00:30:00,6,2,10.0,10.0,,QR,4.0
audio_2021_chunk_4/24-09-2021_03h00_Hive-6.wav,2021-09-24 03:00:00,6,2,10.0,10.0,,QR,4.0
audio_2021_chunk_1/24-09-2021_05h00_Hive-6.wav,2021-09-24 05:00:00,6,2,10.0,10.0,,QR,4.0
audio_2021_chunk_2/24-09-2021_07h30_Hive-6.wav,2021-09-24 07:30:00,6,2,10.0,10.0,,QR,4.0
audio_2021_chunk_2/24-09-2021_10h00_Hive-6.wav,2021-09-24 10:00:00,6,2,10.0,10.0,,QR,4.0
audio_2021_chunk_1/24-09-2021_13h00_Hive-6.wav,2021-09-24 13:00:00,6,2,10.0,10.0,,QR,4.0
audio_2021_chunk_2/24-09-2021_15h30_Hive-6.wav,2021-09-24 15:30:00,6,2,10.0,10.0,,QR,4.0
audio_2021_chunk_3/24-09-2021_18h00_Hive-6.wav,2021-09-24 18:00:00,6,2,10.0,10.0,,QR,4.0
audio_2021_chunk_2/12-08-2021_17h15_HIVE-3627.wav,2021-08-12 17:15:00,3627,2,10.0,6.0,,QR,2.0
audio_2021_chunk_4/12-08-2021_22h00_HIVE-3627.wav,2021-08-12 22:00:00,3627,2,10.0,6.0,,QR,2.0
audio_2021_chunk_3/25-08-2021_18h45_HIVE-3627.wav,2021-08-25 18:45:00,3627,2,10.0,6.0,,QR,2.0
audio_2021_chunk_1/25-08-2021_21h15_HIVE-3627.wav,2021-08-25 21:15:00,3627,2,10.0,6.0,,QR,2.0
audio_2021_chunk_4/14-09-2021_19h00_HIVE-3627.WAV,2021-09-14 19:00:00,3627,2,10.0,4.0,,QR,
audio_2021_chunk_1/14-09-2021_21h00_HIVE-3627.WAV,2021-09-14 21:00:00,3627,2,10.0,4.0,,QR,
audio_2021_chunk_4/14-09-2021_23h00_HIVE-3627.WAV,2021-09-14 23:00:00,3627,2,10.0,4.0,,QR,
audio_2021_chunk_3/15-09-2021_00h30_HIVE-3627.WAV,2021-09-15 00:30:00,3627,2,10.0,4.0,,QR,
audio_2021_chunk_1/15-09-2021_01h30_HIVE-3627.WAV,2021-09-15 01:30:00,3627,2,10.0,4.0,,QR,
audio_2021_chunk_1/15-09-2021_04h30_HIVE-3627.WAV,2021-09-15 04:30:00,3627,2,10.0,4.0,,QR,
audio_2021_chunk_4/15-09-2021_05h30_HIVE-3627.WAV,2021-09-15 05:30:00,3627,2,10.0,4.0,,QR,
audio_2021_chunk_1/15-09-2021_08h00_HIVE-3627.WAV,2021-09-15 08:00:00,3627,2,10.0,4.0,,QR,
audio_2021_chunk_1/15-09-2021_10h30_HIVE-3627.WAV,2021-09-15 10:30:00,3627,2,10.0,4.0,,QR,
audio_2021_chunk_2/15-09-2021_14h00_HIVE-3627.WAV,2021-09-15 14:00:00,3627,2,10.0,4.0,,QR,
audio_2021_chunk_1/15-09-2021_14h30_HIVE-3627.WAV,2021-09-15 14:30:00,3627,2,10.0,4.0,,QR,
audio_2021_chunk_3/15-09-2021_19h00_HIVE-3627.WAV,2021-09-15 19:00:00,3627,2,10.0,4.0,,QR,
audio_2021_chunk_4/15-09-2021_20h00_HIVE-3627.WAV,2021-09-15 20:00:00,3627,2,10.0,4.0,,QR,
audio_2021_chunk_3/15-09-2021_20h30_HIVE-3627.WAV,2021-09-15 20:30:00,3627,2,10.0,4.0,,QR,
audio_2021_chunk_2/15-09-2021_22h00_HIVE-3627.WAV,2021-09-15 22:00:00,3627,2,10.0,4.0,,QR,
audio_2021_chunk_1/15-09-2021_23h30_HIVE-3627.WAV,2021-09-15 23:30:00,3627,2,10.0,4.0,,QR,
audio_2021_chunk_3/16-09-2021_00h00_HIVE-3627.WAV,2021-09-16 00:00:00,3627,2,10.0,4.0,,QR,
audio_2021_chunk_4/16-09-2021_01h00_HIVE-3627.WAV,2021-09-16 01:00:00,3627,2,10.0,4.0,,QR,
audio_2021_chunk_2/16-09-2021_04h30_HIVE-3627.WAV,2021-09-16 04:30:00,3627,2,10.0,4.0,,QR,
audio_2021_chunk_4/16-09-2021_07h30_HIVE-3627.WAV,2021-09-16 07:30:00,3627,2,10.0,4.0,,QR,
audio_2021_chunk_4/16-09-2021_10h00_HIVE-3627.WAV,2021-09-16 10:00:00,3627,2,10.0,4.0,,QR,
audio_2021_chunk_4/16-09-2021_12h00_HIVE-3627.WAV,2021-09-16 12:00:00,3627,2,10.0,4.0,,QR,
audio_2021_chunk_1/16-09-2021_13h00_HIVE-3627.WAV,2021-09-16 13:00:00,3627,2,10.0,4.0,,QR,
audio_2021_chunk_4/16-09-2021_16h00_HIVE-3627.WAV,2021-09-16 16:00:00,3627,2,10.0,4.0,,QR,
audio_2021_chunk_3/16-09-2021_17h30_HIVE-3627.WAV,2021-09-16 17:30:00,3627,2,10.0,4.0,,QR,
audio_2021_chunk_2/16-09-2021_22h00_HIVE-3627.WAV,2021-09-16 22:00:00,3627,2,10.0,4.0,,QR,
audio_2021_chunk_1/16-09-2021_23h30_HIVE-3627.WAV,2021-09-16 23:30:00,3627,2,10.0,4.0,,QR,
audio_2021_chunk_1/17-09-2021_02h30_HIVE-3627.WAV,2021-09-17 02:30:00,3627,2,10.0,4.0,,QR,
audio_2021_chunk_1/17-09-2021_04h30_HIVE-3627.WAV,2021-09-17 04:30:00,3627,2,10.0,4.0,,QR,
audio_2021_chunk_2/17-09-2021_07h00_HIVE-3627.WAV,2021-09-17 07:00:00,3627,2,10.0,4.0,,QR,
audio_2021_chunk_4/17-09-2021_10h00_HIVE-3627.WAV,2021-09-17 10:00:00,3627,2,10.0,4.0,,QR,
audio_2021_chunk_4/17-09-2021_14h00_HIVE-3627.WAV,2021-09-17 14:00:00,3627,2,10.0,4.0,,QR,
audio_2021_chunk_3/17-09-2021_14h30_HIVE-3627.WAV,2021-09-17 14:30:00,3627,2,10.0,4.0,,QR,
audio_2021_chunk_1/17-09-2021_18h00_HIVE-3627.WAV,2021-09-17 18:00:00,3627,2,10.0,4.0,,QR,
audio_2021_chunk_2/17-09-2021_19h30_HIVE-3627.WAV,2021-09-17 19:30:00,3627,2,10.0,4.0,,QR,
audio_2021_chunk_2/17-09-2021_22h30_HIVE-3627.WAV,2021-09-17 22:30:00,3627,2,10.0,4.0,,QR,
audio_2021_chunk_2/18-09-2021_04h30_HIVE-3627.WAV,2021-09-18 04:30:00,3627,2,10.0,4.0,,QR,
audio_2021_chunk_4/18-09-2021_06h30_HIVE-3627.WAV,2021-09-18 06:30:00,3627,2,10.0,4.0,,QR,
audio_2021_chunk_2/18-09-2021_08h30_HIVE-3627.WAV,2021-09-18 08:30:00,3627,2,10.0,4.0,,QR,
audio_2021_chunk_3/18-09-2021_09h30_HIVE-3627.WAV,2021-09-18 09:30:00,3627,2,10.0,4.0,,QR,
audio_2021_chunk_1/18-09-2021_10h30_HIVE-3627.WAV,2021-09-18 10:30:00,3627,2,10.0,4.0,,QR,
audio_2021_chunk_1/18-09-2021_13h30_HIVE-3627.WAV,2021-09-18 13:30:00,3627,2,10.0,4.0,,QR,
audio_2021_chunk_2/18-09-2021_16h00_HIVE-3627.WAV,2021-09-18 16:00:00,3627,2,10.0,4.0,,QR,
audio_2021_chunk_1/18-09-2021_16h30_HIVE-3627.WAV,2021-09-18 16:30:00,3627,2,10.0,4.0,,QR,
audio_2021_chunk_4/18-09-2021_22h30_HIVE-3627.WAV,2021-09-18 22:30:00,3627,2,10.0,4.0,,QR,
audio_2021_chunk_2/18-09-2021_23h00_HIVE-3627.WAV,2021-09-18 23:00:00,3627,2,10.0,4.0,,QR,
audio_2021_chunk_1/19-09-2021_01h30_HIVE-3627.WAV,2021-09-19 01:30:00,3627,2,10.0,4.0,,QR,
audio_2021_chunk_3/19-09-2021_02h30_HIVE-3627.WAV,2021-09-19 02:30:00,3627,2,10.0,4.0,,QR,
audio_2021_chunk_3/19-09-2021_03h00_HIVE-3627.WAV,2021-09-19 03:00:00,3627,2,10.0,4.0,,QR,
audio_2021_chunk_1/19-09-2021_04h30_HIVE-3627.WAV,2021-09-19 04:30:00,3627,2,10.0,4.0,,QR,
audio_2021_chunk_3/19-09-2021_06h00_HIVE-3627.WAV,2021-09-19 06:00:00,3627,2,10.0,4.0,,QR,
audio_2021_chunk_1/19-09-2021_07h00_HIVE-3627.WAV,2021-09-19 07:00:00,3627,2,10.0,4.0,,QR,
audio_2021_chunk_1/13-10-2021_19h30_HIVE-3627.wav,2021-10-13 19:30:00,3627,2,10.0,10.0,,QR,8.0
audio_2021_chunk_3/13-10-2021_20h00_HIVE-3627.wav,2021-10-13 20:00:00,3627,2,10.0,10.0,,QR,8.0
audio_2021_chunk_1/14-10-2021_01h00_HIVE-3627.wav,2021-10-14 01:00:00,3627,2,10.0,10.0,,QR,8.0
audio_2021_chunk_3/14-10-2021_01h30_HIVE-3627.wav,2021-10-14 01:30:00,3627,2,10.0,10.0,,QR,8.0
audio_2021_chunk_4/14-10-2021_02h00_HIVE-3627.wav,2021-10-14 02:00:00,3627,2,10.0,10.0,,QR,8.0
audio_2021_chunk_1/14-10-2021_06h00_HIVE-3627.wav,2021-10-14 06:00:00,3627,2,10.0,10.0,,QR,8.0
audio_2021_chunk_3/14-10-2021_06h30_HIVE-3627.wav,2021-10-14 06:30:00,3627,2,10.0,10.0,,QR,8.0
audio_2021_chunk_3/14-10-2021_09h00_HIVE-3627.wav,2021-10-14 09:00:00,3627,2,10.0,10.0,,QR,8.0
audio_2021_chunk_2/14-10-2021_13h30_HIVE-3627.wav,2021-10-14 13:30:00,3627,2,10.0,10.0,,QR,8.0
audio_2021_chunk_4/14-10-2021_14h00_HIVE-3627.wav,2021-10-14 14:00:00,3627,2,10.0,10.0,,QR,8.0
audio_2021_chunk_1/14-10-2021_16h30_HIVE-3627.wav,2021-10-14 16:30:00,3627,2,10.0,10.0,,QR,8.0
audio_2021_chunk_3/14-10-2021_17h00_HIVE-3627.wav,2021-10-14 17:00:00,3627,2,10.0,10.0,,QR,8.0
audio_2021_chunk_1/14-10-2021_22h00_HIVE-3627.wav,2021-10-14 22:00:00,3627,2,10.0,10.0,,QR,8.0
audio_2021_chunk_3/14-10-2021_22h30_HIVE-3627.wav,2021-10-14 22:30:00,3627,2,10.0,10.0,,QR,8.0
audio_2021_chunk_1/15-10-2021_03h30_HIVE-3627.wav,2021-10-15 03:30:00,3627,2,10.0,10.0,,QR,8.0
audio_2021_chunk_3/15-10-2021_04h00_HIVE-3627.wav,2021-10-15 04:00:00,3627,2,10.0,10.0,,QR,8.0
audio_2021_chunk_2/15-10-2021_08h30_HIVE-3627.wav,2021-10-15 08:30:00,3627,2,10.0,10.0,,QR,8.0
audio_2021_chunk_4/15-10-2021_09h00_HIVE-3627.wav,2021-10-15 09:00:00,3627,2,10.0,10.0,,QR,8.0
audio_2021_chunk_1/15-10-2021_11h30_HIVE-3627.wav,2021-10-15 11:30:00,3627,2,10.0,10.0,,QR,8.0
audio_2021_chunk_3/15-10-2021_12h00_HIVE-3627.wav,2021-10-15 12:00:00,3627,2,10.0,10.0,,QR,8.0
audio_2021_chunk_1/15-10-2021_16h30_HIVE-3627.wav,2021-10-15 16:30:00,3627,2,10.0,10.0,,QR,8.0
audio_2021_chunk_3/15-10-2021_17h00_HIVE-3627.wav,2021-10-15 17:00:00,3627,2,10.0,10.0,,QR,8.0
audio_2021_chunk_2/15-10-2021_21h30_HIVE-3627.wav,2021-10-15 21:30:00,3627,2,10.0,10.0,,QR,8.0
audio_2021_chunk_4/15-10-2021_22h00_HIVE-3627.wav,2021-10-15 22:00:00,3627,2,10.0,10.0,,QR,8.0
audio_2021_chunk_2/16-10-2021_03h30_HIVE-3627.wav,2021-10-16 03:30:00,3627,2,10.0,10.0,,QR,8.0
audio_2021_chunk_4/16-10-2021_04h00_HIVE-3627.wav,2021-10-16 04:00:00,3627,2,10.0,10.0,,QR,8.0
audio_2021_chunk_3/16-10-2021_05h30_HIVE-3627.wav,2021-10-16 05:30:00,3627,2,10.0,10.0,,QR,8.0
audio_2021_chunk_2/16-10-2021_10h00_HIVE-3627.wav,2021-10-16 10:00:00,3627,2,10.0,10.0,,QR,8.0
audio_2021_chunk_4/16-10-2021_10h30_HIVE-3627.wav,2021-10-16 10:30:00,3627,2,10.0,10.0,,QR,8.0
audio_2021_chunk_2/16-10-2021_16h00_HIVE-3627.wav,2021-10-16 16:00:00,3627,2,10.0,10.0,,QR,8.0
audio_2021_chunk_4/16-10-2021_16h30_HIVE-3627.wav,2021-10-16 16:30:00,3627,2,10.0,10.0,,QR,8.0
audio_2021_chunk_1/16-10-2021_22h30_HIVE-3627.wav,2021-10-16 22:30:00,3627,2,10.0,10.0,,QR,8.0
audio_2021_chunk_3/16-10-2021_23h00_HIVE-3627.wav,2021-10-16 23:00:00,3627,2,10.0,10.0,,QR,8.0
audio_2021_chunk_2/17-10-2021_01h00_HIVE-3627.wav,2021-10-17 01:00:00,3627,2,10.0,10.0,,QR,8.0
audio_2021_chunk_4/17-10-2021_01h30_HIVE-3627.wav,2021-10-17 01:30:00,3627,2,10.0,10.0,,QR,8.0
audio_2021_chunk_2/17-10-2021_06h00_HIVE-3627.wav,2021-10-17 06:00:00,3627,2,10.0,10.0,,QR,8.0
audio_2021_chunk_4/17-10-2021_06h30_HIVE-3627.wav,2021-10-17 06:30:00,3627,2,10.0,10.0,,QR,8.0
